Shape,date,time,title,description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,latitude,longitude,country_name,state,gazetteer_closest_point,gazetteer_distance
"(73.92140000000006, 15.541900000000055)",17/08/2013 15:00,15:00,Pilgao-Narvem,"A landslide at Pilgao-Narvem on Saturday afternoon left motoristBalkrishnaKamat injured, after a boulder hit his scooter. A teacher, Kamat is a resident ofBetim-Verem and was on his way to Narvem. Speaking to STOI from the primary health centre he was rushed to by police, Kamat said, ""It's like a new life for me, I had a miraculous escape."" He has sustained injuries to his chest and a leg. Sources said the landslide was a result of the heavy rains that lashed the taluka on Saturday. It led to traffic snarls on the road and an earth-moving machine had to be called to clear the debris. Deputy speaker and local MLA Anant Shet along with Bicholim mamlatdar Gurudas Desai, DySP Gajanan Prabhudesai and panchayat members took stock of the situation. Shet said he has brought the landslide to the notice of chief minister Manohar Parrikar for necessary action.",Pilgao-Narvem,25km,landslide,downpour,medium,unknown,0,1,15.5419,73.9214,India,Goa,Mapuca,13.27
"(74.09670000000006, 33.77060000000006)",14/08/2013 00:00,,"Sanjiote Near Poonch, Kashmir",A report from Poonch said that three members of a family were buried alive in a house collapse when the house was hit by a landslide in village Sanjiote today. They have been identified as 32-year old Shamima Akhtar wife of Mohammed Yunus and her two children Aftab Yunus and Tehseen Yunus. Bodies of the deceased have been retrieved from beneath the debris of the collapsed house.,"Sanjiote Near Poonch, Kashmir",50km,landslide,downpour,medium,unknown,3,,33.7706,74.0967,India,Jammu and Kashmir,Punch,0.65
"(76.81680000000006, 9.699100000000044)",17/08/2012 00:00,,"(Thalanadu - Teekoy hwy), Erattupetta, Kottayam (Thalanadu - Teekoy hwy)","Monsoon fury returned to Kerala on Friday after sowing devastation in the State’s northern region 10 days ago. Four persons died and two were reported missing in a landslide near Kothamangalam in Ernakulam district on Friday as rain-related tragedies kept flowing in from various locations in the central and eastern regions. Thanikkuzhi Narayanan died of cardiac arrest from the shock of seeing a massive landslide at Block 4, Kadavoor in Paingottoor Panchayat near Kothamangalam. The body of Vattakkunnel Ouseph was found among the debris brought by the landslide which occurred at about 3.30 pm Friday.At least seven houses were smashed and washed away in the landslide. “I heard a big sound which I can compare to nothing. Then the trees, rocks and soil just tumbled down off the hilltop swallowing everything on the way,” said Varkey, a local resident of Kadavoor. “Torrential rains have been lashing this area since Thursday morning,” he added.One person rescued the mud accumulated from the la","(Thalanadu - Teekoy hwy), Erattupetta, Kottayam (Thalanadu - Teekoy hwy)",1km,landslide,downpour,medium,unknown,,,9.6991,76.8168,India,Kerala,Kanjirapalli,15.57
"(74.90350000000007, 33.58080000000007)",19/04/2011 00:00,,"Gudder village(?), Kulgam district, Jammu and Kashmir","Apr 20,2011  Srinagar, Apr 20 (PTI) At least 15 residential houses were damaged due to landslides triggered by incessant rains in Kulgam district of south Kashmir, police said today.The houses were damaged in the landslides at village Gudder, 85 kms from here, yesterday, a police spokesman said, adding that none was hurt in the incident.Incessant rains lashed several parts of the Kashmir Valley over the past one week, resulting in drop in mercury.However, the temperatures improved today after bright sunshine.","Gudder village(?), Kulgam district, Jammu and Kashmir",25km,landslide,downpour,medium,unknown,0,,33.5808,74.9035,India,Jammu and Kashmir,Shupiyan,17.64
"(77.28530000000006, 33.287000000000035)",31/12/2014 00:00,,Tsarap River,"The landslide, which reportedly occurred on December 31,/2014, sent enough fine-grained debris into the river to create an earthen dam. As of January 20, 2015, that dam was about 600 meters (2,000 feet) long, according to an analysis of satellite imagery collected by the Indian Space Research Organization’s CartoSat-2. The artificial lake that formed behind the dam was nearly 8 kilometers (5 miles) long and covered about 55 hectares (300 acres). Aerials surveys suggest the mound of debris blocking the river was about 60 meters (200 feet) high.",Tsarap River,1km,landslide,unknown,large,natural_slope,0,0,33.287,77.2853,India,Jammu and Kashmir,Yaytah,7.37
"(78.23568805900004, 31.437141831000076)",14/10/2010 19:30,19:00,road cleared after 2 days,"The road linking Sangla Valley with Recong-Peo of Kinnaur district of Himachal Pradesh, that remained disrupted as massive landslides came over the road at on Thursday near a place named Kupaa, was restored for vehicular traffic this noon. Kinnaur deputy commissioner Mamata Chaudhary told HimVani over phone that the landslides were cleared by officials and machinery of the district administration, giving respite to tourists, locals and dozens of apple-laden trucks that got stranded on the road for three days.",road linking Sangla Valley with Recong-Peo of Kinnaur district  at Kupaa,5km,landslide,rain,medium,unknown,,,31.43714183,78.23568806,India,Himachal Pradesh,Oling,10.2
"(80.47030000000007, 26.322100000000034)",13/07/2016 23:00,23:00,"Chandanpur village, Maharajpur, Kanpur, India","Trigger most likely monsoon rains because the incident occurred during monsoon season. An attempt to rescue a buffalo trapped in a 30-foot borewell proved fatal for two men in Kanpur after they got trapped underground due to a mudslide.Three others who also got trapped in the mishap, were rescued late last night and shifted to hospital, where their condition is stated to be serious, Kanpur Senior Superintendent of Police P Shalabh Mathur said. The incident occurred yesterday night after the bovine fell into the borewell in a farm belonging to 28-year-old Avdhesh Yadav at Chandanpur village in Maharajpur area.Mr Yadav along with a friend Putan entered the ditch and tied a rope around the animal, while three others tugged at it from above.The surface then suddenly caved in, trapping all five under the ground.","Chandanpur village, Maharajpur, Kanpur, India",1km,mudslide,monsoon,medium,unknown,2,3,26.3221,80.4703,India,Uttar Pradesh,Kanpur Chakeri,10.63
"(75.17240669000006, 33.35406634700007)",07/02/2011 00:00,,"Jammu-Srinagar highway, Pathal area, Ramban district, Jammu and Kashmir","The Jammu-Srinagar National Highway was closed for traffic on Monday due to landslides triggered by heavy rains at Pathal area in Ramban district.  Over 600 vehicles have been stranded at various places in Udhampur, Nagrota, Ramban, Patnitop, Banihal and Batote areas of the highway due to the landslide, police said.  In view of the fresh snowfall, authorities had allowed only one way traffic from Jammu to Srinagar on Monday, but landslide has blocked the highway, he said.  Men and machines of Border Road Organisation are trying to clear the landslide but heavy rains in the area was making the task difficult, officials said.","Jammu-Srinagar highway, Pathal area, Ramban district, Jammu and Kashmir",25km,landslide,downpour,medium,above_road,,,33.35406635,75.17240669,India,Jammu and Kashmir,Gund,9.23
"(76.32200000000006, 10.077000000000055)",22/10/2012 09:00,09:00,"(between Burliar and Kallar) Nilgiris, Tamil Nadu,","Those killed in the landslide include five children, Ronald Garcia, the provincial mayor, told RPP national radio network.The avalanche of mud and rocks swept away 24 homes when it crashed into the village of El Porvenir, in the northern department of San Martin, at dawn.The head of Peru's Civil Defense Institute, Alfredo Murgueytio, told the daily El Comercio in an interview posted online that rescuers pulled 11 bodies from the rubble, and that 10 people are still missing.Mayor Garcia said that some of the missing people may have fled into the hills to save their lives.","(between Burliar and Kallar) Nilgiris, Tamil Nadu,",1km,landslide,rain,medium,unknown,,,10.077,76.322,India,Kerala,Verapoli,3.19
"(92.71750000000009, 23.72810000000004)",11/05/2013 09:00,09:00,"Laipuitland , Aizawl, Mizoram",Landslides triggered by a cyclonic storm and heavy pre-monsoon rain claimed at least 10 lives and swept away nine houses in the northern part of Aizawl on Saturday morning. Seven more people are missing.,"Laipuitland , Aizawl, Mizoram",25km,landslide,rain,large,unknown,15,,23.7281,92.7175,India,Mizoram,Aizwal,9.27
"(76.81800000000004, 30.914100000000076)",03/10/2010 00:00,,"road from Pinjore(Pinjaur), Haryana to Nalagarh, Himachal Pradesh","Shimla, Oct 6 (IANS) Incessant rainfall leading to landslides has affected the annual Raid-de-Himalaya motor rally in Himachal Pradesh starting Oct 10, as some routes may have to be abandoned due to the closure of roads.   'In the first stage of the X-treme category, a stretch of the road from Pinjore (in Haryana) to Nalagarh (in Himachal Pradesh) has been abandoned as it could not be restored.","road from Pinjore(Pinjaur), Haryana to Nalagarh, Himachal Pradesh",25km,landslide,continuous_rain,medium,unknown,0,,30.9141,76.818,India,Himachal Pradesh,Kalka,14.01
"(73.79170000000005, 20.001400000000046)",20/11/2013 23:30,23:00,"Kazigadi Near Nashik, Maharashtra","Corporator of ward no. 29 (b) Vinayak Khaire of the Nationalist Congress Party (NCP) on Friday proposed to rehabilitate the residents who were left houseless after a landslide at Kazigadi destroyed as many as 24 houses on Wednesday night. Khaire said that he would raise the issue in the next general body meeting of the Nashik Municipal Corporation (NMC). ""There is a vacant plot belonging to the NMC at Manor Road where we can construct houses for the residents of Kazigadi under the slum rehabilitation scheme. I will put up this proposal at the next general body meeting,"" Khaire said. On shifting to other housing schemes of the NMC, he said, ""Our people will not go to any of those housing schemes for the urban poor; not even in Nilgiri Baug which is close to this place. The residents said that they have been living here since the past 30-40 years and will not shift from here,"" he said. Meanwhile, local residents have welcomed the proposal and said if construction of houses at Manor Road ","Kazigadi Near Nashik, Maharashtra",50km,landslide,unknown,medium,unknown,0,,20.0014,73.7917,India,Maharashtra,Nasik,1.12
"(93.68600000000004, 25.160000000000025)",19/06/2015 00:00,,"amei to Kangpokpi via Imphal road, 0.5 km from Tamei, Tamenglang District",Tamei to Kangpokpi via Imphal road remained cut off for the last few days due to huge landslides near a diesel oil pump located some half a kilometer from Tamei Headquarters.  Contractor engaged under NEC road construction at Tamei has been clearing the site for two days,"amei to Kangpokpi via Imphal road, 0.5 km from Tamei, Tamenglang District",1km,landslide,monsoon,medium,above_road,0,0,25.16,93.686,India,Manipur,Taloulong,7.54
"(79.14640000000009, 29.15850000000006)",23/07/2014 23:30,23:00,Boulder hit bus,"In less than a week, the toll in landslide-related incidents rose to five in the Uttarakhand hill districts with two fresh casualties reported late Wednesday in Chamoli district. Executive director Puish Rautela of the Uttarakhand Disaster Management Response Centre (UDMC) said that three people, including a 50-year-old woman, Janki Devi, died in a landslide on Sunday near Sonprayag on the Rudraprayag-Kedarnath national highway, in Rudrapryag district. Two men Ganesh Prasad (38) and Puran Singh (45) were killed late Wednesday around 11.30 pm as a huge rock, triggered by heavy rain, came crashing on a state government-owned bus at Bajpur. A senior officer in the disaster management department said 38 connecting roads including Rishikesh-Badrinath, Rishikesh-Kedarnath, Rishikesh-Gangotri and Yamnotri, were found blocked because of fresh landslides. The total number of blocked roads rose to 206 from 168 in Chamoli, Uttarkashi, Pauri, Kedarnath and Tehri districts. Chief Minister Harish Ra","Bajpur, Uttarakhand",25km,rock_fall,downpour,small,above_road,2,0,29.1585,79.1464,India,Uttaranchal,Shafakhana,0.26
"(75.19840000000005, 33.321600000000046)",14/08/2013 00:00,,"Panthal Area, Ramban District, Kashmir","Two Army jawans were injured, when a vehicle carrying them was hit by a big boulder during a landslide in Ramban district of Jammu and Kashmir today, police said. The ill-fated vehicle, which was carrying the victims toSrinagar from Jammu, was hit by the boulder during a landslide at Panthal area in the district, they said. The jawans were later shifted to Military Hospital in Srinagar, police said, adding the highway remained closed for nearly two hours due to landslide. However, the debris was cleared later and the highway was made operational for the vehicular traffic.","Panthal Area, Ramban District, Kashmir",10km,landslide,downpour,medium,unknown,,2,33.3216,75.1984,India,Jammu and Kashmir,Gund,12.47
"(76.99100000000004, 30.85220000000004)",13/08/2010 00:00,,"Chandigarh-Shimla national highway (NH 22), near Parwanoo, Himachal pradesh","The National Highway Authority of India (NHAI) is widening the 40-km-long Chandigarh-Shimla national highway even as some environmentalists are calling the project an ecological disaster. It started the work between Parwanoo and Solan towns and is currently cutting the steep hills near Timber Trail Hotel on the outskirts of Parwanoo, the first town of the hill state located at the Haryana border.  'A moderate rainfall triggers massive landslides along the highway as the earth becomes loose due to the cutting of hills and the movement of road construction machines. This leads to traffic jams almost every day,' Dheeraj Bhaik, a daily commuter on the highway, said. 'It took me more than six hours to reach Shimla (from Chandigarh) last (Friday) evening. Usually, it's a four-hour journey. First, we were stuck near Parwanoo due to landslides ","Chandigarh-Shimla national highway (NH 22), near Parwanoo, Himachal pradesh",5km,landslide,rain,medium,unknown,0,,30.8522,76.991,India,Himachal Pradesh,Kalka,5.58
"(91.85672387300008, 27.579872903000023)",22/11/2010 00:00,,"Tawang Monastery, Arunachal Pradesh","The famous Tawang Monastery in Arunachal Pradesh is under imminent threat of collapse following massive landslides around it.  The 330-year-old monastery, also known as Gaden Namgyal Lhatse, which stands on the spur of a hill about 10,000 feet above sea level, is witnessingmassive landslide around it since Monday, officials said.  The landslide had already damaged the plantation and some electric posts around the monastery located in Twang-chu valley of Tawang district, they said.","Tawang Monastery, Arunachal Pradesh",1km,landslide,unknown,medium,natural_slope,,,27.5798729,91.85672387,India,Arunachal Pradesh,Twang Shyo,2.2
"(75.23820000000006, 33.24120000000005)",22/08/2012 00:00,,"Jammu-Sringar Hwy, between Sri and Ramban, kerala","Landslides triggered by heavy rains led to the closure of the Jammu-Srinagar National Highway for four hours this morning. he highway was closed due to landslides at Seri and Ramban areas in the district, Superintendent of Police, Ramban Anil Magotra said. Hundreds of vehicles were stranded on the 300-km-long highway, the only road linking Kashmir Valley with the rest of the country, due the closure.","Jammu-Sringar Hwy, between Sri and Ramban, kerala",1km,landslide,downpour,medium,unknown,,,33.2412,75.2382,India,Jammu and Kashmir,Chaunkri,20.45
"(76.80760000000004, 11.346400000000074)",13/04/2016 13:00,13:00,a construction site on Tiger Hill Road,"the workers were excavating mud from a low-lying area to construct the basement of a house, when mud fell on them",a construction site on Tiger Hill Road,5km,mudslide,construction,small,unknown,1,0,11.3464,76.8076,India,Tamil Nadu,Coonoor,1.5
"(77.21350000000007, 28.57140000000004)",29/01/2015 10:00,10:00,construction site in East Kidwai Nagar,"The mudslide at the site, in which four workers were trapped, happened early morning at a NBCC (National Building Construction Company). A rescue team which was rushed to the spot after labourers raised the alarm, managed to rescue three of the trapped workers.",construction site in East Kidwai Nagar,1km,mudslide,unknown,small,mine,1,3,28.5714,77.2135,India,Delhi,Safdarjung,1.48
"(92.28970000000004, 25.343300000000056)",11/05/2010 09:00,09:00,"National highway 44 at Sunapur and Tongseng in Jaintia Hills district, eastern Meghalaya","Road links to the northeastern states of Tripura, Mizoram and parts of Manipur and southern Assam remained cut off from the rest of India for the second day Wednesday following massive landslides at a major highway in Meghalaya.  The National Highway No 44 at Sunapur and Tongseng in Jaintia Hills district in eastern Meghalaya, bordering Assam, has been blocked since Tuesday morning after heavy rains triggered landslides with huge boulders and trees covering the road.  Sunapur and Tongseng, about 150 km from the Meghalaya capital Shillong, is a landslide prone area and is linked with National Highway No 40 connecting Shillong and Guwahati in Assam, the gateway to mainland India. ","National highway 44 at Sunapur and Tongseng in Jaintia Hills district, eastern Meghalaya",25km,landslide,downpour,medium,unknown,0,,25.3433,92.2897,India,Meghalaya,Muphlang,13.1
"(91.69060000000007, 26.101600000000076)",11/05/2013 00:00,,"Boragaon, North Guwahati, Guwahati, Assam,","Landslides occurred in the Nursery area and Maligaon in Nilachal Hills, Sarania Hills and Boragaon on Saturday, alarming hill residents, whose number has crossed two lakh in Guwahati, said sources. Junu Chakraborty (50) was injured in the Nursery area after a wall of her house collapsed on Saturday morning. However, she is out of danger. There are no reports of injury from other parts of the city. A family miraculously escaped unhurt when earth fell on their house in the Sarania Hills.","Boragaon, North Guwahati, Guwahati, Assam,",5km,landslide,rain,medium,unknown,,,26.1016,91.6906,India,Assam,Gauhati,10.27
"(92.67550000000006, 24.23150000000004)",07/05/2013 00:00,,"Kolasib, Saiha, Mizoram,","A large number of villages in Mizoram have become inaccessible after landslides, triggered by heavy and incessant pre-monsoon rains that have been lashing the state since Saturday, have blocked the roads, official sources said on Wednesday. The landslides blocked the Champai road in Saiha district which connects the capital town with the Mizoram-Myanmar border.","Kolasib, Saiha, Mizoram,",50km,mudslide,rain,medium,unknown,,,24.2315,92.6755,India,Mizoram,Hlimen,12.95
"(88.18350000000004, 26.884300000000053)",30/06/2015 23:00,23:00,"Limbu Dhura, Tingling","A cousin of the Suvedi family, Balkrishna Suvedi said that that on devastating 30 June night, a total of 19 persons lost their lives in the landslides at Limbu Dhura, Tingling, in Mirik out of which 11 were from their family.","Limbu Dhura, Tingling",25km,landslide,downpour,medium,unknown,19,0,26.8843,88.1835,India,West Bengal,Kurseong,9.49
"(91.76300000000003, 26.19650000000007)",20/04/2010 00:00,,"Kharghuli, Guwahati, Assam","GUWAHATI, April 20 – Civic woes of Guwahatians is continuing to unfold its murkier side with incessant downpour today forcing district administration to engage National Disaster Response Force (NDRF) to facilitate movement of residents of low-lying areas at the heart of the capital city.   The incessant rains also led to landslide in the hilly areas of the city, including at Kharghuli hillside and the hills adjoining the Raj Bhavan. ","Kharghuli, Guwahati, Assam",1km,landslide,downpour,medium,unknown,0,,26.1965,91.763,India,Assam,Gauhati,1.77
"(80.21820000000008, 29.582900000000052)",28/07/2014 00:00,,"Pithauragadh, Uttarakhand","Seven people including a Nepali buried to death in a landslide at Pithauragadh of India on Monday. Dozen others including Nepali man were also injured in the incident. According to Darchula police, the deceased Nepali has been identified as Shovan Singh of Maitharaj of Baitadi district. The injured Nepali national is  Rajesh Khadka of Belapur -9 of Dadeldhura. The incident occurred while they were heading to Malpa area carrying goods of an Indian trader. ","Pithauragadh, Uttarakhand",1km,landslide,continuous_rain,medium,unknown,7,12,29.5829,80.2182,India,Uttaranchal,Pithoragarh,0.98
"(77.26650000000006, 34.21900000000005)",30/03/2008 00:00,,Biama area of Khalsi tehsil in Leh district,1 also missing,Biama area of Khalsi tehsil in Leh district,50km,landslide,rain,medium,unknown,2,,34.219,77.2665,India,Jammu and Kashmir,Machakka,1.62
"(77.19580000000008, 28.680900000000065)",27/08/2011 00:00,,"Shakti Nagar, New Delhi","According to the district authorities, three persons have been killed in rain-related incidents since last night.60-year-old Rajaram Jaiswal was killed in a landslide at Shiv Shakti Nagar in Kalwa in the evening.According to sources, a 40-year-old man was washed away in flash floods while returning from his farm at Sapne village of Wada taluka this evening.The third victim was 21-year-old Ramu Bhuvanesh Vishwakarma who was buried under the debris when a portion of a residential chawl caved in in Golai Nagar near Kharigaon.According to fire officials, there are reports of a portion of a building having collapsed in Kopri locality though no one was injured in the incident.","Shakti Nagar, New Delhi",1km,landslide,downpour,medium,unknown,1,,28.6809,77.1958,India,Delhi,Shahdara,8.71
"(79.02640000000008, 30.650900000000036)",20/08/2010 00:00,,"Gaurikund, road to Kedarnath, Garwhal division, Uttarakhand","Friday, Aug 20, 2010, 15:19 IST   Incessant rains continued to lash Uttarakhand triggering landslides and most of the rivers flowing at danger level today.  Meanwhile, landslides occurred at a few places in Garhwal Himalayas due to heavy rains in at Badrinath, Kedarnath, Yamunotri and Gangotri.  While Rishikesh-Gangotri highway was blocked by landslides at Bhatwari and Nalupani and Rishikesh-Badrinath at Lambagad, routes to Yamunotri was disrupted at Ranachatti and Kedarnath at Gaurikund, the officials said.  Work is on to clear the debris and repair the roads.","Gaurikund, road to Kedarnath, Garwhal division, Uttarakhand",5km,landslide,downpour,medium,unknown,0,,30.6509,79.0264,India,Uttaranchal,Gaundar,14.57
"(91.88060000000007, 26.10280000000006)",22/08/2015 09:00,09:00,Natonal Highway in Jorabat area,Hundreds of vehicles have been remaining stranded on the Natonal Highway in Jorabat area where a huge hillock slipped on road the in the wee hours. It took several hours to clear the road. - See more at: http://www.assamtimes.org/node/14643#sthash.6wgmNZxM.dpuf,Natonal Highway in Jorabat area,5km,landslide,continuous_rain,medium,above_road,0,0,26.1028,91.8806,India,Assam,Pomahi,1.52
"(78.19960000000003, 31.455100000000073)",16/06/2013 00:00,,"Road To Sangla Valley, Near Kupa Village, Kinnaur District, Himachal Pradesh","Incessant rainfall in the region June 16 triggered massive landslides that blocked many roads in Kinnaur district. Officials said the trekking distance between Sangla and Karcham is seven km, but by road, the distance is 18 km. From Karcham, the tourists were taken to Rampur, the base camp for the rescued in Shimla district, in public transport vehicles. ""The road link to the Sangla Valley has not been restored so far. Landslide-clearing operations are on, but there is massive damage to the road near Kupa village,"" an official said.","Road To Sangla Valley, Near Kupa Village, Kinnaur District, Himachal Pradesh",25km,landslide,rain,medium,unknown,0,,31.4551,78.1996,India,Himachal Pradesh,Oling,6.49
"(75.19990000000007, 33.36450000000008)",17/04/2011 15:00,15:00,"Jammu and Srinagar Natl. Hwy., Panthal, Ramban","Apr 17, 2011, 17:44 IST  The 300-km Jammu-Srinagar national highway, connecting J & K with the rest of the country, was closed for vehicular traffic due to falling pieces of rocks from hilltops in the wake of landslides triggered by heavy rain in Ramban district.  The highway was closed for vehicular traffic at 3pm as pieces of rocks are falling on the highway from hilltops due to landslides caused by heavy rains in Panthal area, 180 kms from Jammu, police control room (PCR) officials said.  Due to closure of traffic, over 100 vehicles are stranded in Ramban, they said. ","Jammu and Srinagar Natl. Hwy., Panthal, Ramban",5km,landslide,downpour,medium,unknown,0,,33.3645,75.1999,India,Jammu and Kashmir,Gund,7.71
"(73.51890000000003, 16.964800000000025)",25/06/2007 00:00,,Ratnagiri,18 deaths and 7 injuries reported b/w Ratnagiri and Mumbai,Ratnagiri,25km,landslide,rain,medium,unknown,18,,16.9648,73.5189,India,Maharashtra,Lanja,13.08
"(93.94633447900009, 25.837625891000073)",25/06/2017 00:00,,"Landslide on road near Ghokuto village, Nagaland","Ghokuto and Viheto villages cut-off as the only road that connects the two villages to Nihokhu was damaged by landslide, triggered by heavy downpour on June 24-25. Road caved in.","Ghokuto, Nagaland",5km,mudslide,continuous_rain,medium,above_road,0,0,25.83762589,93.94633448,India,Nagaland,Chashinya,13.1
"(75.14890000000008, 32.83630000000005)",06/08/2013 07:00,07:00,Tunnel Number 16 On The Jammu-Udhampur Section,"Passengers of Malwa Express had a narrow escape today after its engine was caught in a landslide, disrupting rail services and damaging a tunnel on the Udhampur-Jammu section in Udhampur district. Heavy rains had triggered a landslide near tunnel number 16 on the Jammu-Udhampur section and huge mudslide entered the tunnel, Senior Superintendent of Police, General Railway Police, A K Mahajan, said. The engine of Malwa Express which was passing through the tunnel was caught in landslide as it slipped over the debris around 7 AM, he said, adding that no one was injured in the mishap. Due to the landslide, rail traffic on the section was disrupted and efforts are on to clear the route, but it is likely to take nearly two days for resumption of services, the official said. The passengers of Malwa Express have been taken to Udhampur in DMU trains, he said.",Tunnel Number 16 On The Jammu-Udhampur Section,50km,landslide,downpour,medium,unknown,0,,32.8363,75.1489,India,Jammu and Kashmir,Udhampur,7.22
"(73.77460000000008, 19.340000000000032)",10/07/2016 08:30,08:00,"Ahmednagar-Thane Road , Malshej Ghat, Maharashtra, India","One missing. IN YET another incident of a major landslide in Malshej Ghat located on Ahmednagar-Thane Road on Sunday morning, a driver of the truck was feared dead under the debris after which the route was closed down for vehicular traffic. The experts from Satark -a landslide alert system developed by city-based scientists – called for closure of the dangerous ghat, till a detailed survey was done and preventive steps taken. Police said driver of the truck identified as Sayyed Sher Ali (40) was feared dead in the landslide. As the work to remove large boulders and mud was on, till late Sunday night, police and district administration were unable to find Ali. Police also said that there was possibility that Ali’s body fell into the valley on the other side of the road.","Ahmednagar-Thane Road , Malshej Ghat, Maharashtra, India",1km,landslide,unknown,medium,above_road,1,0,19.34,73.7746,India,Maharashtra,Harischandra Range,13.68
"(77.30377643600008, 32.36108721800008)",15/08/2013 23:00,23:00,Manali-Spiti Road damaged,"Landslides triggered by heavy rain damaged Manali-Spiti road between Gramphu and Chhatru on Thursday night, cutting of Spiti valley from the rest of the state. Another road to Spiti from Kinnaur is already damaged at Malling, where landslide washed away a large portion of it. The calamity has left many tourists and vehicles stranded in Spiti valley. ""The road is damaged at four stretches. I left my car on the road and reached Keylong after walking on foot for hours,"" said Ajay Kumar, a taxi driver. Shimla-Kinnaur-Spiti road which was damaged after a cloudbursts in mid June had opened for vehicular traffic in the last week of July month. The road was again damaged at Malling. A closing down of both the roads has severely affected Spiti and Kinnaur, when it is peak tourist season. Lahaul-Spiti MLA Ravi Thakur said that he has requested Border Roads Organization for early restoration of the road. ""Closure of the road even for a single day may affect livelihood of many people. We are check","Manali-Spiti Road Between Gramphu And Chhatru, Himachal Pradesh",10km,landslide,downpour,medium,unknown,,,32.36108722,77.30377644,India,Himachal Pradesh,Chandra,6.05
"(77.35250000000008, 31.12630000000007)",26/07/2015 00:00,,"Klibi Patwar, Theog",A woman labourer and her two children were buried alive when their makeshift house collapsed following a landslide by incessant rain in Klibi Patwar circle at Theog of Shimla district early this morning while landslides blocked roads at several places in interior areas.,"Klibi Patwar, Theog",5km,landslide,continuous_rain,medium,unknown,3,2,31.1263,77.3525,India,Himachal Pradesh,Gannja,26.48
"(78.72480000000007, 31.03430000000003)",17/08/2013 00:00,,"Harsil, Uttarakhand",The road to Badrinath is shut ahead of Maithana with repeated land slips and in Uttarkashi a landslide has blocked the road ahead of Harsil.,"Harsil, Uttarakhand",5km,landslide,rain,medium,unknown,,,31.0343,78.7248,India,Uttaranchal,Purali,2.38
"(74.87600000000003, 32.73700000000002)",11/08/2011 04:30,04:00,On circular road near Panjtirthi,"A massive landslide triggered by incessant rains on circular road near Panjtirthi crashed through a residential house and shop killing a labourer from Orissa. One person also received injuries in the incident.  “A major landslide took place at around 4:30 am and swept away the gate of a temple and shop while a house buried under debris, causing the on-the-spot death of a labourer and subjecting critical injuries to other,” Ram Krishan, a local resident of Panjtirthi said.  The deceased has been identified as Praji Pradhan, son of Maharjai, a resident of Orissa while injured has been identified as Sudershan son of Kesar, resident of Orissa. They were residing as tenants in the house.",On circular road near Panjtirthi,1km,landslide,rain,medium,unknown,1,,32.737,74.876,India,Jammu and Kashmir,Jammu,3.87
"(74.95660000000004, 12.874700000000075)",14/07/2015 00:00,,Farangipete,Three labourers died after they got trapped under a pile of mud following a landslip at a construction site at Farangipet,Farangipete,1km,landslide,continuous_rain,small,other,3,0,12.8747,74.9566,India,Karnataka,Bantval,8.96
"(76.04120000000006, 33.691700000000026)",19/07/2011 00:00,,Kishtwar,"3 members of family killed in landslide in J-K PTI | 10:07 PM,Jul 19,2011  Kishtwar (J&K), Jul 19 (PTI) Three members of a family were killed in a landslide in Kishtwar district of Jammu and Kashmir today, police said. The three were buried beneath a mound of mud and debris after a landslide hit Pani nallah area in Kishtwar district today, they said. The victims were identified as Ghulam Hassan Moochi (50), his wife Zubeida Begum (45) and their 13-year-old son Mohammad Muzzafar. The bodies were taken to a hospital nearby and were handed over to the family after post-mortem, they said. MLA Inderwal G M Sarrori also visited the spot and assured families in the area of all possible help from the government in terms of cash and other relief materials. PTI CORR AB",Kishtwar,10km,landslide,rain,medium,unknown,3,,33.6917,76.0412,India,Jammu and Kashmir,Haraz,27.9
"(76.69520000000006, 11.404000000000053)",06/09/2015 07:10,07:00,"Ooty, India",,"Ooty, India",1km,rock_fall,unknown,medium,above_road,0,0,11.404,76.6952,India,Tamil Nadu,Ootacamund,0.88
"(74.88620000000003, 12.871500000000026)",31/07/2010 08:00,08:00,"Padil, NH - 48",Traffic had lined up for over three kilometres up to Valachil from Padil here on national highway 48 creating a major chaos in the early morning on Saturday July 31.,"Padil, NH - 48",5km,landslide,downpour,medium,unknown,0,,12.8715,74.8862,India,Karnataka,Mangalore,4.7
"(75.29048614000004, 33.049653344000035)",26/03/2016 00:00,,Jammu-Srinagar national highway,"Five people were feared dead and five others were injured as landslides triggered by incessant rains lashed Jammu region blocking Jammu-Srinagar and Batote-Doda national highways on Thursday. Giving details, sources said that a Jammu bound TATA Sumo carrying eight people from Shopian fell into a swollen nullah after it was hit by shooting stones near Gangroo. Rescue operations launched by the police and para military personnel managed to fish out a body and rescue four others in injured condition till evening. Of the injured, one succumbed to injuries at the hospital, while remaining three passengers were reportedly missing. The police identified the deceased as Mohammad Sikander Mir and Hajat Mir, besides the missing ones Abdul Rehman, Mohammad Hussain Mir and Ashraf Bhat, all residents of Shopian. Three injured have been identified as Ghulam Mohammad Mir, Reyaz Mir, both brothers, besides driver of the ill-fated vehicle Manzoor Ahmed.",Jammu-Srinagar national highway,unknown,landslide,continuous_rain,medium,above_road,5,5,33.04965334,75.29048614,India,Jammu and Kashmir,Udhampur,20.68
